id,name,price,salePriceU,cashback,sale,brand,rating,supplier,supplierRating,feedbacks,reviewRating,promoTextCard,promoTextCat,link
238814691,CAMON 30 8+256GB Salt White,20990,17165,,18,TECNO,5,TECNO Premium Store,4.9,297,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/238814691/detail.aspx?targetUrl=BP
239193588,CAMON 30 Pro 5G 12+256GB Basaltic Dark,35990,30371,,15,TECNO,5,TECNO Premium Store,4.9,112,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/239193588/detail.aspx?targetUrl=BP
258324421,"CAMON 30 5G 256+8, Basaltic Dark",22990,16201,,29,TECNO,5,TECNO STORE,4.9,195,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/258324421/detail.aspx?targetUrl=BP
266768589,SPARK Go 1 3+64GB,10990,6501,,40,TECNO,5,WB Retail,4.8,198,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/266768589/detail.aspx?targetUrl=BP
270769984,"Смартфон Redmi 12 8 256 ГБ, черный",12893,10095,,21,Xiaomi,3,iStore,4.2,20,3.2,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/270769984/detail.aspx?targetUrl=BP
263864183,Смартфон Redmi Note 8T 8 128Gb Чёрный,20000,9222,,53,,4,huami store,4.5,469,4.4,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/263864183/detail.aspx?targetUrl=BP
233985925,"Смартфон POVA 6 Neo LI6 8 128 ГБ черный 6.8""",19807,13441,,32,Tecno,5,Яратон,4.9,66,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/233985925/detail.aspx?targetUrl=BP
253910118,Смартфон Redmi 13C 8ГБ 256 ГБ 90гц Аndroid,12650,8804,,30,Xiaomi,4,PrimeSmart,4.2,76,4.1,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/253910118/detail.aspx?targetUrl=BP
211596881,Смартфон Redmi A3 4 128 ГБ черный,10873,7378,,32,Xiaomi,5,ЗЕОН,4.8,422,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/211596881/detail.aspx?targetUrl=BP
266768590,SPARK Go 1 3+64GB,10990,6406,,41,TECNO,5,WB Retail,4.8,198,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/266768590/detail.aspx?targetUrl=BP
263891746,"SPARK Go 1 64+4, Glittery White",7990,6881,,13,TECNO,5,TECNO STORE,4.9,204,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/263891746/detail.aspx?targetUrl=BP
211600878,Смартфон Redmi A3 4 128 ГБ синий,10873,7378,,32,Xiaomi,5,ЗЕОН,4.8,422,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/211600878/detail.aspx?targetUrl=BP
236330175,CAMON 30 8+256GB Basaltic Dark,20990,16983,,19,TECNO,5,TECNO Premium Store,4.9,297,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/236330175/detail.aspx?targetUrl=BP
216461111,Смартфон Redmi A3 4 128 ГБ синий,10961,7342,,33,Xiaomi,5,Яратон,4.9,129,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/216461111/detail.aspx?targetUrl=BP
223103830,Смартфон SPARK 20 pro KJ6 12 256 ГБ черный,19877,15563,,21,Tecno,5,Яратон,4.9,21,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/223103830/detail.aspx?targetUrl=BP
239953694,Redmi 13 6+128GB,21990,11861,,46,Xiaomi,5,WB Retail,4.8,376,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/239953694/detail.aspx?targetUrl=BP
246995490,"Смартфон M-HORSE C53 8 128GB, черный",23800,8282,,65,MOS STORE,5,MOS STORE,4.6,160,4.6,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/246995490/detail.aspx?targetUrl=BP
273067526,Смартфон Redmi 14C 8 256 ГБ синий,18811,13910,,26,Xiaomi,5,ЗЕОН,4.8,24,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/273067526/detail.aspx?targetUrl=BP
262866897,Смартфон SPARK GO 1 KL4 4 128 ГБ белый,11956,7489,,37,Tecno,5,ЗЕОН,4.8,70,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/262866897/detail.aspx?targetUrl=BP
211598752,Смартфон Redmi A3 4 128 ГБ зеленый,10874,7284,,33,Xiaomi,5,ЗЕОН,4.8,422,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/211598752/detail.aspx?targetUrl=BP
252190431,Xiaomi Смартфон POCO C65 4 128GB Чёрный,21610,8836,,59,,4,huami store,4.5,469,4.4,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/252190431/detail.aspx?targetUrl=BP
232473002,"Смартфон POVA 6 Neo LI6 8 256 ГБ черный 6.8""",20783,15007,,27,Tecno,5,Яратон,4.9,66,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/232473002/detail.aspx?targetUrl=BP
262053074,Смартфон SPARK GO 1 KL4 3 64 ГБ белый,10954,6289,,42,Tecno,5,ЗЕОН,4.8,70,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/262053074/detail.aspx?targetUrl=BP
241530483,CAMON 30 5G 8+256GB Salt White,22990,19001,,17,TECNO,5,Официальный магазин TECNO,4.9,281,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/241530483/detail.aspx?targetUrl=BP
273067531,Смартфон Redmi 14C 8 256 ГБ черный,18811,13910,,26,Xiaomi,5,ЗЕОН,4.8,24,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/273067531/detail.aspx?targetUrl=BP
241006947,"Смартфон 12 8 512 ГБ, Голубой рассвет",23999,20879,,13,realme,5,realme Official Store,4.8,406,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/241006947/detail.aspx?targetUrl=BP
265773335,"CAMON 30S 256+8, Celestial Black",20990,17530,3500.0,16,TECNO,5,TECNO STORE,4.9,5,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/265773335/detail.aspx?targetUrl=BP
241530484,CAMON 30 5G 8+256GB Basaltic Dark,22990,19001,,17,TECNO,5,Официальный магазин TECNO,4.9,281,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/241530484/detail.aspx?targetUrl=BP
253971660,Смартфон X9b 8ГБ+256ГБ чёрный,32990,22674,,31,Honor,5,ТВОЙ ВЫБОР,4.9,177,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/253971660/detail.aspx?targetUrl=BP
268426509,Смартфон 13 NFC 6 128Gb Midnight Black,13600,11477,,15,Redmi,5,Сделано людьми,4.9,315,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/268426509/detail.aspx?targetUrl=BP
270828293,Смартфон SPARK 30 KL6 8 256 ГБ черный,18851,12136,,35,Tecno,5,Яратон,4.9,7,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/270828293/detail.aspx?targetUrl=BP
219786997,"Смартфон POVA 6 Pro LI9 12 256 ГБ серый {6.78""}",30719,21914,,28,Tecno,5,Яратон,4.9,15,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/219786997/detail.aspx?targetUrl=BP
273361076,Смартфон SPARK 30 PRO 8 256 ГБ черный,24985,14781,,40,Tecno,5,ЗЕОН,4.8,14,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/273361076/detail.aspx?targetUrl=BP
216853316,Redmi A3 4+128GB,11990,7197,,39,Xiaomi,5,WB Retail,4.8,435,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/216853316/detail.aspx?targetUrl=BP
219786999,"Смартфон POVA 6 Pro LI9 12 256 ГБ зеленый {6.78""}",30719,21647,,29,Tecno,5,Яратон,4.9,15,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/219786999/detail.aspx?targetUrl=BP
216853325,Redmi A3 4+128GB,11990,6988,,41,Xiaomi,5,WB Retail,4.8,435,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/216853325/detail.aspx?targetUrl=BP
216853308,Redmi A3 4+128GB,11990,6988,,41,Xiaomi,5,WB Retail,4.8,435,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/216853308/detail.aspx?targetUrl=BP
222016569,Смартфон Redmi A3 4 128GB,9090,7750,,14,Xiaomi,5,МегаФон - официальный магазин,4.9,65,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/222016569/detail.aspx?targetUrl=BP
270938250,Смартфон SPARK 30 pro KL7 8 128 ГБ черный,20844,13963,,33,Tecno,5,Яратон,4.9,9,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/270938250/detail.aspx?targetUrl=BP
270788257,Смартфон M-Horse Spark 20 PRO 8 128гб Серый,10094,7057,,30,,5,XIAORAN,4.1,82,4.5,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/270788257/detail.aspx?targetUrl=BP
262866899,Смартфон SPARK GO 1 KL4 4 64 ГБ черный,10985,6689,,39,Tecno,5,ЗЕОН,4.8,70,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/262866899/detail.aspx?targetUrl=BP
262866192,"Смартфон SPARK GO 1 KL4 4 64 ГБ черный {6.67""}",10928,6655,,39,Tecno,5,Яратон,4.9,29,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/262866192/detail.aspx?targetUrl=BP
266768598,SPARK Go 1 4+64GB,11490,6797,,40,TECNO,5,WB Retail,4.8,148,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/266768598/detail.aspx?targetUrl=BP
270938245,Смартфон SPARK 30 pro KL7 8 128 ГБ черный,20883,13989,,33,Tecno,5,ЗЕОН,4.8,6,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/270938245/detail.aspx?targetUrl=BP
264062051,Смартфон Huawei P Smart+2019 6 128Гб черный,17754,6533,,63,,5,LASA_store,4.6,367,4.5,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/264062051/detail.aspx?targetUrl=BP
266768599,SPARK Go 1 4+64GB,11490,6797,,40,TECNO,5,WB Retail,4.8,148,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/266768599/detail.aspx?targetUrl=BP
270824757,Смартфон SPARK 30 KL6 8 256 ГБ черный,18905,12171,,35,Tecno,5,ЗЕОН,4.8,14,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/270824757/detail.aspx?targetUrl=BP
273376069,Смартфон SPARK GO 1 KL4 3 64 ГБ черный,10893,6254,,42,Tecno,5,Яратон,4.9,29,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/273376069/detail.aspx?targetUrl=BP
253971661,Смартфон X9b 8ГБ+256ГБ зелёный,32990,22387,,32,Honor,5,ТВОЙ ВЫБОР,4.9,177,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/253971661/detail.aspx?targetUrl=BP
273092648,Смартфон Redmi 14C 8 256 ГБ синий,18916,13823,,26,Xiaomi,5,Яратон,4.9,4,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/273092648/detail.aspx?targetUrl=BP
196951433,"Смартфон Frbby F20 4GB+128GB, 8MP+16MP, 5000 mAh",25000,6960,,72,Tanzira store,5,Tanzira store,4.6,224,4.5,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/196951433/detail.aspx?targetUrl=BP
266728909,Xiaomi Смартфон POCO C65 4 128GB Зелёный,21610,8747,,59,,4,huami store,4.5,469,4.4,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/266728909/detail.aspx?targetUrl=BP
240740962,Смартфон Redmi 13 6 128 ГБ Черный,19858,13475,,32,Xiaomi,5,ЗЕОН,4.8,118,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/240740962/detail.aspx?targetUrl=BP
261966949,CAMON 30S Pro 8+256GB Grey,24990,21741,,13,TECNO,5,TECNO STORE,4.9,131,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/261966949/detail.aspx?targetUrl=BP
255592212,Смартфон C61 8 128 ГБ зеленый,14851,9561,,35,realme,5,ЗЕОН,4.8,142,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/255592212/detail.aspx?targetUrl=BP
249679653,"Смартфон Redmi 13C 8 256 ГБ, белый",21523,9108,,57,xiami,4,huami store,4.5,469,4.4,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/249679653/detail.aspx?targetUrl=BP
270828292,Смартфон SPARK 30 KL6 8 128 ГБ черный,17876,11353,,36,Tecno,5,Яратон,4.9,7,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/270828292/detail.aspx?targetUrl=BP
273067523,Смартфон Redmi 14C 8 256 ГБ зеленый,18811,13910,,26,Xiaomi,5,ЗЕОН,4.8,24,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/273067523/detail.aspx?targetUrl=BP
216461110,Смартфон Redmi A3 4 128 ГБ зеленый,10961,7152,,34,Xiaomi,5,Яратон,4.9,129,4.7,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/216461110/detail.aspx?targetUrl=BP
233986925,"Смартфон POVA 6 Neo LI6 8 256 ГБ серебристый 6.8""",21835,15007,,31,Tecno,5,Яратон,4.9,66,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/233986925/detail.aspx?targetUrl=BP
255744979,Смартфон C61 8 128 ГБ зеленый,14862,9956,,33,Realme,5,Яратон,4.9,125,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/255744979/detail.aspx?targetUrl=BP
262055335,Смартфон SPARK GO 1 KL4 3 64 ГБ белый,10893,6254,,42,Tecno,5,Яратон,4.9,1,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/262055335/detail.aspx?targetUrl=BP
266186630,Смартфон iPhone 12 256 ГБ восстановленный,36650,30346,,17,Apple,4,PrimeSmart,4.2,144,4.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/266186630/detail.aspx?targetUrl=BP
273067522,Смартфон Redmi 14C 4 128 ГБ черный,15987,10987,,31,Xiaomi,5,ЗЕОН,4.8,24,5.0,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/273067522/detail.aspx?targetUrl=BP
240740961,Смартфон Redmi 13 6 128 ГБ Синий,19858,13475,,32,Xiaomi,5,ЗЕОН,4.8,118,4.9,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/240740961/detail.aspx?targetUrl=BP
253971662,Смартфон X9b 8ГБ+256ГБ оранжевый,32990,22674,,31,Honor,5,ТВОЙ ВЫБОР,4.9,177,4.8,ЧЁРНАЯ ПЯТНИЦА,ЧЁРНАЯ ПЯТНИЦА,https://www.wildberries.ru/catalog/253971662/detail.aspx?targetUrl=BP
